D:/project/quic_video_clawer/data/record/test/mitm/102_2023_05_08_20_30_13,247,video,https://www.youtube.com//watch?v=dDnax6nyxFI,/1641446/1615362/1603377/1497789/1522906/1748405/1671630/1689540/1608531/1618665/1635253/1631386/1610397/1540955/1650932/1560694/1311025/1684234/1508919/1461466/1583557/1499213/1395564/1539685/1542933/1436486/1974315/1493592/1669978/1696637/1653068/1745201/1739477/2097152/1706429/1998790/784768,/192.168.40.14.55065>173.194.4.233.443,1,0,1,0,37,/37,/192.168.40.14.55065>173.194.4.233.443
D:/project/quic_video_clawer/data/record/test/mitm/106_2023_05_08_20_41_42,398,video,https://www.youtube.com//watch?v=dixMeO_i4k8,/335820/335820/527587/1224731/2031000/2057137/1723521/1871655/2017457/1917368/1547187/1958024/2073502/2033726/1903357/2010192/1901586/1822880/1446719/1884094/1926042/2031465/1933914/1354015/1567188/1505538/1535961/2015158/1960105/1566282/1539945/2042361/1562038/1432167/1398807/1499133/1663023/1635528/2081738/1984346/1773464/1818371/1803493/1448555/1946998/1795694/2069257/1414302/1433568/2056519/1924804/2044396/1848797/1556360/1960968/1509972/1463817,/192.168.40.14.53531>173.194.4.71.443,1,0,1,0,57,/57,/192.168.40.14.53531>173.194.4.71.443
D:/project/quic_video_clawer/data/record/test/mitm/107_2023_05_08_20_52_30,398,video,https://www.youtube.com//watch?v=dmQ53el21p8,/1545484/1370813/1534570/2078359/2044755/1665614/1621264/1946155/2081835/1802593/1984442/2052542/2066059/1881468/2060864/1397231/2014129/1846274/2042093/1988665/1906178/1871931/1861244/2026701/2016393/1314419/1802801/1482836/1554921/1759657/1702785/2016008/1742314/1872710/1432240/1402836/1957928/1939836/2042193/1967604/1948827/1933889/1732684/1672166/1968175/1705342/1891281,/192.168.40.14.55989>74.125.164.167.443,1,0,1,0,47,/47,/192.168.40.14.55989>74.125.164.167.443
D:/project/quic_video_clawer/data/record/test/mitm/108_2023_05_08_21_03_18,247,video,https://www.youtube.com//watch?v=dnjAm0sgsWE,/1134871/1749136/1903515/1798109/1840021/1819415/1578826/1985438/1628375/1900159/1987642/1969019/1938411/1741460/1850911/1951774/1688066/1944555/2026052/1720709/1982142/2062485/1539287/1611736/1920158/1772538/1854568/1994214/1942670/1766823/1719961/1767975/1669539/1699207/2052615/1958052/1527823/1942779/1631068/1888921/2005726/2053884/1992957/1589712/1595122,/192.168.40.14.62594>74.125.164.231.443,1,0,1,0,45,/45,/192.168.40.14.62594>74.125.164.231.443
D:/project/quic_video_clawer/data/record/test/mitm/109_2023_05_08_21_14_08,302,video,https://www.youtube.com//watch?v=DNm-SIJxwTk,/639017/755946/1692674/1523111/1930291/1561860/2097152/1989529/1654549/2082942/1638287/1796227/2045846/1654366/2055265/1527679/1642567/1899216/2097152/1668831/2052792/1883575/1951459/2097152/2097152/1758181/1800663/1915511/1958612/2097152/2097152/2012933/2080615/2097152/2097152/2097152/1688933/1731584/1571908/1285964/1429790/2097152/2097152/2097152/2097152/1956675/1873327/1981456/2097152/2068867/1494480/1781103/2097152/2037679/1989951/1455596/2097152/2097152/1617185/2097152/1485885/2097152/2097152/1692659/2083609/2066762/1472971/1343310/1448493/1598578/1599865/2015230/2047056/1603511/2097152/2087136/1899346/2097152/1800408/1970946/2097152/2097152/1845409/1744850/1939205/2034156,/192.168.40.14.60413>74.125.164.200.443/192.168.40.14.50501>74.125.101.166.443/192.168.40.14.54566>74.125.101.166.443,1,0,1,0,86,/86,/192.168.40.14.60413>74.125.164.200.443/192.168.40.14.50501>74.125.101.166.443/192.168.40.14.54566>74.125.101.166.443
D:/project/quic_video_clawer/data/record/test/mitm/110_2023_05_08_21_24_59,398,video,https://www.youtube.com//watch?v=doijTaqjUDA,/393649/483256/898874/1778163/1471465/2006080/1714178/1863205/1730695/2039993/1947844/1854914/1582462/1374955/1518099/1894725/1802430/1621388/1908388/1760496/1781304/1744163/1559594/1957018/1352542/1355542/1739028/1701350/1776672/1586778/1870136/2096359/1298358/1604523/1778295/1806243/1833700/1554668/1907024/1834715/2046565/1806437/1719093/1566670/1284206/1859604/2044865/1746075/1999130,/192.168.40.14.64970>173.194.4.198.443,1,0,1,0,49,/49,/192.168.40.14.64970>173.194.4.198.443
D:/project/quic_video_clawer/data/record/test/mitm/111_2023_05_08_21_35_49,302,video,https://www.youtube.com//watch?v=Dp4BrNvfdHU,/640457/667599/856824/2051564/1410116/2097152/2097152/2036229/1489532/2097152/2097152/2097152/1952235/1933754/1652422/2097152/1389803/1631910/2097152/1501313/2097152/2097152/2097152/2097152/2097152/2088823/2097152/1731721/2097152/1994709/1927818/2097152/2097152/2097152/1403485/2097152/2097152/2097152/2097152/1389826/1888891/1680876/2097152/2097152/1467551/2097152/2097152/1413608/2097152/1464578/1426847/2097152/2097152/1357441/2097152/2097152/1477809/2097152/1518633/1808665/2097152/1889013/1588521/1779619/1527650/2097152/2097152/2075932/1362324/2008602/1880840/2097152/2097152/2097152/2097152/2097152/2097152/1265856/2097152/2097152/2097152/2097152/2097152/2097152/1877416/2097152/2097152/2097152/673099,/192.168.40.14.58311>74.125.96.71.443,1,0,1,0,89,/89,/192.168.40.14.58311>74.125.96.71.443
D:/project/quic_video_clawer/data/record/test/mitm/115_2023_05_08_21_47_18,398,video,https://www.youtube.com//watch?v=DrvxHFdCooM,/976952/1908552/1738859/1596796/1730496/1996734/1732894/1989149/1922068/1866507/1726196/1686366/1818458/2046200/2082972/2078202/1857717/1898267/1913064/1644625/1795887/1762158/1933660/1664100/1957735/1804586/1997165/1988317/1674385/2058464/1904415/2006366/1744458/1640685/1916720/1892704/1641483/2029156/2034885/1847453,/192.168.40.14.50523>74.125.101.170.443/192.168.40.14.50000>142.251.91.234.443/192.168.40.14.60809>74.125.101.170.443/192.168.40.14.56972>74.125.101.170.443,1,0,1,0,40,/40,/192.168.40.14.50523>74.125.101.170.443/192.168.40.14.50000>142.251.91.234.443/192.168.40.14.60809>74.125.101.170.443/192.168.40.14.56972>74.125.101.170.443
D:/project/quic_video_clawer/data/record/test/mitm/117_2023_05_08_21_58_18,398,video,https://www.youtube.com//watch?v=dSErwl2vLd8,/442328/938270/435534/1917907/1712317/2022877/1743023/1806427/1888825/1776360/1919722/1742277/1943356/2097152/1937450/1903353/1784821/1684389/2081967/1917162/1983862/1982681/1568612/1532145/1589993/1884131/1560948/2092123/2023300/1922297/1617994/2010104/1682002/1838921/1478152/1556753,/192.168.40.14.57708>74.125.101.138.443,1,4,1,0,36,/36,/192.168.40.14.57708>74.125.101.138.443
D:/project/quic_video_clawer/data/record/test/mitm/118_2023_05_08_22_09_05,302,video,https://www.youtube.com//watch?v=DSfcafXafF0,/1193596/1969223/1661847/1486025/2061250/2070584/1910532/1824253/1524958/1740678/1968470/1349444/1625765/2030635/1626181/1598054/1597272/1457068/2079653/1512460/2097152/1778964/1884325/1884856/1494578/1756463/1876865/2078550/1815466/1357321/1831604/1739134/1648089/1374319/1973196/1685621/1745776/1852669/1871557/1769497/1942174/1685706/1697788/1982815/1932197,/192.168.40.14.62036>74.125.164.201.443,1,0,1,0,45,/45,/192.168.40.14.62036>74.125.164.201.443
D:/project/quic_video_clawer/data/record/test/mitm/11_2023_05_08_12_15_19,302,video,https://www.youtube.com//watch?v=_3Z3FpeFHDQ,/1396245/2097152/1379391/1843691/2097152/1297363/1977505/2097152/2097152/2097152/1421830/1279002/2097152/1335300/1365905/1372480/1285847/2097152/1358802/2097152/1588720/4096/1947844/4096/1216084/1392465/1042776/643719/643719/388180/2097152/411857/1375751/643719/2015504/1325294/1318715/2097152/1527192/643719/599858/643719/604263/643719/643719/643719/643719/643719,/192.168.40.14.53819>142.251.84.71.443/192.168.40.14.61638>142.251.85.169.443/192.168.40.14.52323>142.251.84.71.443/192.168.40.14.61213>142.251.84.71.443,1,2,1,0,48,/48,/192.168.40.14.53819>142.251.84.71.443/192.168.40.14.61638>142.251.85.169.443/192.168.40.14.52323>142.251.84.71.443/192.168.40.14.61213>142.251.84.71.443
D:/project/quic_video_clawer/data/record/test/mitm/120_2023_05_08_22_20_11,398,video,https://www.youtube.com//watch?v=DuAeaIcAXtg,/1011754/1719754/1605551/1770087/1976637/1643356/1978644/2073281/1838715/1996012/1975028/1976700/1939773/2081701/2028359/1793389/1835480/2004029/1852531/1733702/1861627/1828749/1836055/2081471/1766788/1521798/2049096/1917696,/192.168.40.14.62036>74.125.164.201.443/192.168.40.14.50395>74.125.164.201.443/192.168.40.14.64381>74.125.164.201.443/192.168.40.14.50993>74.125.164.201.443,1,0,1,0,28,/28,/192.168.40.14.62036>74.125.164.201.443/192.168.40.14.50395>74.125.164.201.443/192.168.40.14.64381>74.125.164.201.443/192.168.40.14.50993>74.125.164.201.443
D:/project/quic_video_clawer/data/record/test/mitm/122_2023_05_08_22_31_10,247,video,https://www.youtube.com//watch?v=e08dIT6eLmc,/1224669/1885511/1875244/1853977/1625182/1593320/1919058/1718490/2060810/1890497/1616390/1841694/1997130/1926905/1799395/1907335/1868823/1938424/2074841/1633818/1769461/1994385/1775597/1572485/1950178/1601087/1793592/1821371/1920979/2083954/2082176/1899547/2087657/1752369/1611336/1831617/2018205/2093352/1524626/1638604/1625659,/192.168.40.14.61806>142.251.84.72.443,1,0,1,0,41,/41,/192.168.40.14.61806>142.251.84.72.443
D:/project/quic_video_clawer/data/record/test/mitm/129_2023_05_08_22_43_10,398,video,https://www.youtube.com//watch?v=EeO2-nT48DU,/752544/1583312/1720108/1714290/1618370/1567306/1667421/1625114/1650473/1624453/1680411/1629398/1399082/1571106/1553704/1878132/1906008/1848770/1890798/1791922/1448797/1840648/1625225/1466386/1687253/1827111/1827700/2085327/1435567/1852327/1809945/1773673/1557780/1836448/1369249/1622618/1999319/2059605/1737736/2059063/1846022/1796985/1841183/1477886/2020710/2076000/1726316/1494697/1588934/1487868/1883636/2034399/1539733/1937246/1973051/2024996,/192.168.40.14.63579>173.194.4.72.443,1,0,1,0,56,/56,/192.168.40.14.63579>173.194.4.72.443
